,blueTopIndex,blueTopName,blueTopPlay,blueJungleIndex,blueJungleName,blueJunglePlay,blueMidIndex,blueMidName,blueMidPlay,blueBotIndex,blueBotName,blueBotPlay,blueSupportIndex,blueSupportName,blueSupportPlay,redTopIndex,redTopName,redTopPlay,redJungleIndex,redJungleName,redJunglePlay,redMidIndex,redMidName,redMidPlay,redBotIndex,redBotName,redBotPlay,redSupportIndex,redSupportName,redSupportPlay,realistic_blue,realistic_red,blue_excel_early,blue_excel_mid,blue_excel_late,red_excel_early,red_excel_mid,red_excel_late,language,age,gender,education,comments,Browser,OS,screenH,screenW,time_in_minutes,participant_id,blue_excel_general,TFearly,TFlate
19,95,Rengar,0.00241798,80,Nidalee,0.01092913,79,Neeko,0.004954702,46,Jhin,0.03707166,42,Janna,0.022342847,,,,,,,,,,,,,,,,3,,0.56,,0.47,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.47,,
20,95,Rengar,0.00241798,80,Nidalee,0.01092913,79,Neeko,0.004954702,46,Jhin,0.03707166,42,Janna,0.022342847,,,,,,,,,,,,,,,,3,,0.56,,0.47,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.47,TRUE,FALSE
21,33,Garen,0.03438593,22,Dr. Mundo,0.003368396,112,Sylas,0.018578414,48,Kai'Sa,0.054491897,88,Pyke,0.033362055,,,,,,,,,,,,,,,,4,,,,,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,,,
22,33,Garen,0.03438593,22,Dr. Mundo,0.003368396,112,Sylas,0.018578414,48,Kai'Sa,0.054491897,88,Pyke,0.033362055,,,,,,,,,,,,,,,,4,,0.5,,1,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.85,,
23,33,Garen,0.03438593,22,Dr. Mundo,0.003368396,112,Sylas,0.018578414,48,Kai'Sa,0.054491897,88,Pyke,0.033362055,,,,,,,,,,,,,,,,4,,0.5,,1,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.85,TRUE,TRUE
24,20,Darius,0.027266392,25,Elise,0.034180743,21,Diana,0.021770914,49,Kalista,0.009366044,146,Zilean,0.008817837,,,,,,,,,,,,,,,,4,,,,,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,,,
25,20,Darius,0.027266392,25,Elise,0.034180743,21,Diana,0.021770914,49,Kalista,0.009366044,146,Zilean,0.008817837,,,,,,,,,,,,,,,,4,,0.67,,0.81,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.82,,
26,20,Darius,0.027266392,25,Elise,0.034180743,21,Diana,0.021770914,49,Kalista,0.009366044,146,Zilean,0.008817837,,,,,,,,,,,,,,,,4,,0.67,,0.81,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.82,TRUE,TRUE
27,90,Quinn,0.002506171,99,Sejuani,0.016076073,144,Zed,0.020949202,15,Caitlyn,0.057982788,88,Pyke,0.033362055,,,,,,,,,,,,,,,,4,,,,,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,,,
28,90,Quinn,0.002506171,99,Sejuani,0.016076073,144,Zed,0.020949202,15,Caitlyn,0.057982788,88,Pyke,0.033362055,,,,,,,,,,,,,,,,4,,0.71,,0.62,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.57,,
29,90,Quinn,0.002506171,99,Sejuani,0.016076073,144,Zed,0.020949202,15,Caitlyn,0.057982788,88,Pyke,0.033362055,,,,,,,,,,,,,,,,4,,0.71,,0.62,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.57,TRUE,TRUE
30,39,Illaoi,0.005454212,57,Kha'Zix,0.024266763,53,Katarina,0.019135599,27,Ezreal,0.087241988,28,Fiddlesticks,0.003743418,,,,,,,,,,,,,,,,4,,,,,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,,,
31,39,Illaoi,0.005454212,57,Kha'Zix,0.024266763,53,Katarina,0.019135599,27,Ezreal,0.087241988,28,Fiddlesticks,0.003743418,,,,,,,,,,,,,,,,4,,0.5,,0.78,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.65,,
32,39,Illaoi,0.005454212,57,Kha'Zix,0.024266763,53,Katarina,0.019135599,27,Ezreal,0.087241988,28,Fiddlesticks,0.003743418,,,,,,,,,,,,,,,,4,,0.5,,0.78,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.65,TRUE,TRUE
33,32,Gangplank,0.007685203,28,Fiddlesticks,0.002070683,132,Viktor,0.006892686,7,Aphelios,0.029853671,12,Blitzcrank,0.033702773,,,,,,,,,,,,,,,,4,,,,,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,,,
34,32,Gangplank,0.007685203,28,Fiddlesticks,0.002070683,132,Viktor,0.006892686,7,Aphelios,0.029853671,12,Blitzcrank,0.033702773,,,,,,,,,,,,,,,,4,,0.72,,1,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,1,,
35,32,Gangplank,0.007685203,28,Fiddlesticks,0.002070683,132,Viktor,0.006892686,7,Aphelios,0.029853671,12,Blitzcrank,0.033702773,,,,,,,,,,,,,,,,4,,0.59,,1,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,1,TRUE,TRUE
36,16,Camille,0.007102611,135,Warwick,0.017167223,112,Sylas,0.018578414,137,Xayah,0.012588344,142,Yuumi,0.047117178,,,,,,,,,,,,,,,,4,,,,,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,,,
37,16,Camille,0.007102611,135,Warwick,0.017167223,112,Sylas,0.018578414,137,Xayah,0.012588344,142,Yuumi,0.047117178,,,,,,,,,,,,,,,,4,,0.67,,1,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.9,,
38,16,Camille,0.007102611,135,Warwick,0.017167223,112,Sylas,0.018578414,137,Xayah,0.012588344,142,Yuumi,0.047117178,,,,,,,,,,,,,,,,4,,0.67,,1,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.9,TRUE,TRUE
39,54,Kayle,0.005910412,24,Ekko,0.036034711,31,Galio,0.003183418,27,Ezreal,0.087241988,75,Morgana,0.027595894,,,,,,,,,,,,,,,,4,,,,,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,,,
40,54,Kayle,0.005910412,24,Ekko,0.036034711,31,Galio,0.003183418,27,Ezreal,0.087241988,75,Morgana,0.027595894,,,,,,,,,,,,,,,,4,,0.65,,1,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.87,,
41,54,Kayle,0.005910412,24,Ekko,0.036034711,31,Galio,0.003183418,27,Ezreal,0.087241988,75,Morgana,0.027595894,,,,,,,,,,,,,,,,4,,0.65,,1,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.87,TRUE,TRUE
42,20,Darius,0.027266392,121,Trundle,0.01075976,138,Xerath,0.005103712,48,Kai'Sa,0.054491897,142,Yuumi,0.047117178,,,,,,,,,,,,,,,,4,,,,,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,,,
43,20,Darius,0.027266392,121,Trundle,0.01075976,138,Xerath,0.005103712,48,Kai'Sa,0.054491897,142,Yuumi,0.047117178,,,,,,,,,,,,,,,,4,,0.5,,0.81,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.81,,
44,20,Darius,0.027266392,121,Trundle,0.01075976,138,Xerath,0.005103712,48,Kai'Sa,0.054491897,142,Yuumi,0.047117178,,,,,,,,,,,,,,,,4,,0.5,,0.81,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.81,TRUE,TRUE
45,101,Sett,0.025955061,72,Master Yi,0.02992052,79,Neeko,0.004954702,46,Jhin,0.03707166,14,Braum,0.013169314,,,,,,,,,,,,,,,,4,,,,,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,,,
46,101,Sett,0.025955061,72,Master Yi,0.02992052,79,Neeko,0.004954702,46,Jhin,0.03707166,14,Braum,0.013169314,,,,,,,,,,,,,,,,4,,0.73,,0.91,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.91,,
47,101,Sett,0.025955061,72,Master Yi,0.02992052,79,Neeko,0.004954702,46,Jhin,0.03707166,14,Braum,0.013169314,,,,,,,,,,,,,,,,4,,0.73,,0.91,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.91,TRUE,TRUE
48,33,Garen,0.03438593,131,Vi,0.011382915,21,Diana,0.021770914,48,Kai'Sa,0.054491897,67,Lux,0.019633158,,,,,,,,,,,,,,,,3,,,,,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,,,
49,33,Garen,0.03438593,131,Vi,0.011382915,21,Diana,0.021770914,48,Kai'Sa,0.054491897,67,Lux,0.019633158,,,,,,,,,,,,,,,,4,,0.62,,0.8,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.8,,
50,33,Garen,0.03438593,131,Vi,0.011382915,21,Diana,0.021770914,48,Kai'Sa,0.054491897,67,Lux,0.019633158,,,,,,,,,,,,,,,,4,,0.62,,0.8,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.8,TRUE,TRUE
51,33,Garen,0.03438593,131,Vi,0.011382915,144,Zed,0.020949202,73,Miss Fortune,0.060379907,29,Fiora,0.001985298,,,,,,,,,,,,,,,,1,,,,,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,,,
52,33,Garen,0.03438593,131,Vi,0.011382915,144,Zed,0.020949202,73,Miss Fortune,0.060379907,29,Fiora,0.001985298,,,,,,,,,,,,,,,,1,,0.39,,0.19,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.19,,
53,33,Garen,0.03438593,131,Vi,0.011382915,144,Zed,0.020949202,73,Miss Fortune,0.060379907,29,Fiora,0.001985298,,,,,,,,,,,,,,,,1,,0.39,,0.19,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.19,FALSE,FALSE
54,118,Teemo,0.00741944,62,Lee Sin,0.101489841,30,Fizz,0.014878033,7,Aphelios,0.029853671,12,Blitzcrank,0.033702773,,,,,,,,,,,,,,,,3,,,,,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,,,
55,118,Teemo,0.00741944,62,Lee Sin,0.101489841,30,Fizz,0.014878033,7,Aphelios,0.029853671,12,Blitzcrank,0.033702773,,,,,,,,,,,,,,,,3,,0.75,,0.75,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.62,,
56,118,Teemo,0.00741944,62,Lee Sin,0.101489841,30,Fizz,0.014878033,7,Aphelios,0.029853671,12,Blitzcrank,0.033702773,,,,,,,,,,,,,,,,3,,0.75,,0.75,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.62,TRUE,TRUE
57,68,Malphite,0.010422354,143,Zac,0.038810658,112,Sylas,0.018578414,27,Ezreal,0.087241988,75,Morgana,0.027595894,,,,,,,,,,,,,,,,4,,,,,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,,,
58,68,Malphite,0.010422354,143,Zac,0.038810658,112,Sylas,0.018578414,27,Ezreal,0.087241988,75,Morgana,0.027595894,,,,,,,,,,,,,,,,4,,0.5,,0.72,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.71,,
59,68,Malphite,0.010422354,143,Zac,0.038810658,112,Sylas,0.018578414,27,Ezreal,0.087241988,75,Morgana,0.027595894,,,,,,,,,,,,,,,,4,,0.5,,0.72,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.71,TRUE,TRUE
0,0,Aatrox,0.016620155,125,Udyr,0.004221115,133,Vladimir,0.012878283,15,Caitlyn,0.057982788,100,Senna,0.068278741,,,,,,,,,,,,,,,,1,,,,,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,,,
1,0,Aatrox,0.016620155,125,Udyr,0.004221115,133,Vladimir,0.012878283,15,Caitlyn,0.057982788,100,Senna,0.068278741,,,,,,,,,,,,,,,,1,,0.95,,0.01,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.29,,
2,0,Aatrox,0.016620155,125,Udyr,0.004221115,133,Vladimir,0.012878283,15,Caitlyn,0.057982788,100,Senna,0.068278741,,,,,,,,,,,,,,,,1,,0.95,,0.01,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.29,TRUE,FALSE
3,74,Mordekaiser,0.0227255,36,Graves,0.019446324,116,Talon,0.010478464,7,Aphelios,0.029853671,42,Janna,0.022342847,,,,,,,,,,,,,,,,2,,,,,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,,,
4,74,Mordekaiser,0.0227255,36,Graves,0.019446324,116,Talon,0.010478464,7,Aphelios,0.029853671,42,Janna,0.022342847,,,,,,,,,,,,,,,,1,,0.03,,0,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.04,,
5,74,Mordekaiser,0.0227255,36,Graves,0.019446324,116,Talon,0.010478464,7,Aphelios,0.029853671,42,Janna,0.022342847,,,,,,,,,,,,,,,,1,,0.03,,0,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.04,TRUE,FALSE
6,74,Mordekaiser,0.0227255,36,Graves,0.019446324,64,Lissandra,0.00470801,46,Jhin,0.03707166,142,Yuumi,0.047117178,,,,,,,,,,,,,,,,3,,,,,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,,,
7,74,Mordekaiser,0.0227255,36,Graves,0.019446324,64,Lissandra,0.00470801,46,Jhin,0.03707166,142,Yuumi,0.047117178,,,,,,,,,,,,,,,,3,,0.54,,0.57,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.49,,
8,74,Mordekaiser,0.0227255,36,Graves,0.019446324,64,Lissandra,0.00470801,46,Jhin,0.03707166,142,Yuumi,0.047117178,,,,,,,,,,,,,,,,3,,0.54,,0.57,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.49,FALSE,TRUE
9,0,Aatrox,0.016620155,57,Kha'Zix,0.024266763,53,Katarina,0.019135599,65,Lucian,0.040703463,109,Sona,0.008708863,,,,,,,,,,,,,,,,1,,,,,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,,,
10,0,Aatrox,0.016620155,57,Kha'Zix,0.024266763,53,Katarina,0.019135599,65,Lucian,0.040703463,109,Sona,0.008708863,,,,,,,,,,,,,,,,1,,0.97,,0.46,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.48,,
11,0,Aatrox,0.016620155,57,Kha'Zix,0.024266763,53,Katarina,0.019135599,65,Lucian,0.040703463,109,Sona,0.008708863,,,,,,,,,,,,,,,,1,,0.97,,0.46,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.48,TRUE,FALSE
12,103,Shen,0.014403214,62,Lee Sin,0.101489841,144,Zed,0.020949202,27,Ezreal,0.087241988,117,Taric,0.010031006,,,,,,,,,,,,,,,,3,,,,,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,,,
13,103,Shen,0.014403214,62,Lee Sin,0.101489841,144,Zed,0.020949202,27,Ezreal,0.087241988,117,Taric,0.010031006,,,,,,,,,,,,,,,,3,,0.76,,0.68,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.65,,
14,103,Shen,0.014403214,62,Lee Sin,0.101489841,144,Zed,0.020949202,27,Ezreal,0.087241988,117,Taric,0.010031006,,,,,,,,,,,,,,,,3,,0.76,,0.68,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.65,FALSE,TRUE
15,74,Mordekaiser,0.0227255,35,Gragas,0.013754588,116,Talon,0.010478464,7,Aphelios,0.029853671,12,Blitzcrank,0.033702773,,,,,,,,,,,,,,,,3,,,,,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,,,
16,74,Mordekaiser,0.0227255,35,Gragas,0.013754588,116,Talon,0.010478464,7,Aphelios,0.029853671,12,Blitzcrank,0.033702773,,,,,,,,,,,,,,,,3,,0.71,,0.47,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.55,,
17,74,Mordekaiser,0.0227255,35,Gragas,0.013754588,116,Talon,0.010478464,7,Aphelios,0.029853671,12,Blitzcrank,0.033702773,,,,,,,,,,,,,,,,3,,0.71,,0.47,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.55,TRUE,FALSE
18,20,Darius,0.027266392,62,Lee Sin,0.101489841,1,Ahri,0.014699675,8,Ashe,0.020886212,88,Pyke,0.033362055,,,,,,,,,,,,,,,,4,,,,,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,,,
19,20,Darius,0.027266392,62,Lee Sin,0.101489841,1,Ahri,0.014699675,8,Ashe,0.020886212,88,Pyke,0.033362055,,,,,,,,,,,,,,,,4,,0.5,,0.38,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.52,,
20,20,Darius,0.027266392,62,Lee Sin,0.101489841,1,Ahri,0.014699675,8,Ashe,0.020886212,88,Pyke,0.033362055,,,,,,,,,,,,,,,,4,,0.5,,0.38,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.52,TRUE,TRUE
21,18,Cho'Gath,0.003790753,43,Jarvan IV,0.034591321,17,Cassiopeia,0.009697575,27,Ezreal,0.087241988,110,Soraka,0.014521678,,,,,,,,,,,,,,,,1,,,,,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,,,
22,18,Cho'Gath,0.003790753,43,Jarvan IV,0.034591321,17,Cassiopeia,0.009697575,27,Ezreal,0.087241988,110,Soraka,0.014521678,,,,,,,,,,,,,,,,1,,0.06,,0.99,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.41,,
23,18,Cho'Gath,0.003790753,43,Jarvan IV,0.034591321,17,Cassiopeia,0.009697575,27,Ezreal,0.087241988,110,Soraka,0.014521678,,,,,,,,,,,,,,,,1,,0.06,,0.99,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.41,FALSE,TRUE
24,101,Sett,0.025955061,44,Jax,0.010310286,112,Sylas,0.018578414,27,Ezreal,0.087241988,134,Volibear,0.001405721,,,,,,,,,,,,,,,,1,,,,,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,,,
25,101,Sett,0.025955061,44,Jax,0.010310286,112,Sylas,0.018578414,27,Ezreal,0.087241988,134,Volibear,0.001405721,,,,,,,,,,,,,,,,2,,0.71,,0.5,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.56,,
26,101,Sett,0.025955061,44,Jax,0.010310286,112,Sylas,0.018578414,27,Ezreal,0.087241988,134,Volibear,0.001405721,,,,,,,,,,,,,,,,2,,0.71,,0.5,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.56,TRUE,TRUE
27,103,Shen,0.014403214,72,Master Yi,0.02992052,84,Orianna,0.01008676,46,Jhin,0.03707166,11,Bard,0.019011544,,,,,,,,,,,,,,,,2,,,,,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,,,
28,103,Shen,0.014403214,72,Master Yi,0.02992052,84,Orianna,0.01008676,46,Jhin,0.03707166,11,Bard,0.019011544,,,,,,,,,,,,,,,,2,,0.37,,0.51,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.44,,
29,103,Shen,0.014403214,72,Master Yi,0.02992052,84,Orianna,0.01008676,46,Jhin,0.03707166,11,Bard,0.019011544,,,,,,,,,,,,,,,,2,,0.37,,0.51,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.44,FALSE,TRUE
30,70,Maokai,0.008329253,143,Zac,0.038810658,40,Irelia,0.006320927,27,Ezreal,0.087241988,148,Zyra,0.009091252,,,,,,,,,,,,,,,,3,,,,,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,,,
31,70,Maokai,0.008329253,143,Zac,0.038810658,40,Irelia,0.006320927,27,Ezreal,0.087241988,148,Zyra,0.009091252,,,,,,,,,,,,,,,,3,,0.41,,0.7,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.69,,
32,70,Maokai,0.008329253,143,Zac,0.038810658,40,Irelia,0.006320927,27,Ezreal,0.087241988,148,Zyra,0.009091252,,,,,,,,,,,,,,,,3,,0.41,,0.7,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.69,FALSE,TRUE
33,40,Irelia,0.010590833,62,Lee Sin,0.101489841,21,Diana,0.021770914,128,Vayne,0.038461798,50,Karma,0.013930991,,,,,,,,,,,,,,,,2,,,,,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,,,
